method,dim,function,instance,repetition,eval,best_feasible
qLogEI,10,2,3,2,46,2119.144865334256
qLogEI,10,2,3,2,47,2119.144865334256
qLogEI,10,2,3,2,48,2119.144865334256
qLogEI,10,2,3,2,49,2119.144865334256
qLogEI,10,2,3,2,50,2119.144865334256
qLogEI,10,2,3,2,51,2119.144865334256
qLogEI,10,2,3,2,52,2119.144865334256
qLogEI,10,2,3,2,53,2119.144865334256
qLogEI,10,2,3,2,54,2119.144865334256
qLogEI,10,2,3,2,55,2119.144865334256
qLogEI,10,2,3,2,56,2119.144865334256
qLogEI,10,2,3,2,57,2119.144865334256
qLogEI,10,2,3,2,58,2119.144865334256
qLogEI,10,2,3,2,59,2119.144865334256
qLogEI,10,2,3,2,60,2119.144865334256
qLogEI,10,2,3,2,61,2119.144865334256
qLogEI,10,2,3,2,62,2119.144865334256
qLogEI,10,2,3,2,63,2119.144865334256
qLogEI,10,2,3,2,64,2119.144865334256
qLogEI,10,2,3,2,65,2119.144865334256
qLogEI,10,2,3,2,66,2119.144865334256
qLogEI,10,2,3,2,67,2119.144865334256
qLogEI,10,2,3,2,68,2119.144865334256
qLogEI,10,2,3,2,69,2119.144865334256
qLogEI,10,2,3,2,70,2119.144865334256
qLogEI,10,2,3,2,71,2119.144865334256
qLogEI,10,2,3,2,72,2119.144865334256
qLogEI,10,2,3,2,73,2119.144865334256
qLogEI,10,2,3,2,74,2119.144865334256
qLogEI,10,2,3,2,75,2119.144865334256
qLogEI,10,2,3,2,76,2119.144865334256
qLogEI,10,2,3,2,77,2119.144865334256
qLogEI,10,2,3,2,78,2119.144865334256
qLogEI,10,2,3,2,79,2119.144865334256
qLogEI,10,2,3,2,80,2119.144865334256
qLogEI,10,2,3,2,81,2119.144865334256
qLogEI,10,2,3,2,82,2119.144865334256
qLogEI,10,2,3,2,83,2119.144865334256
qLogEI,10,2,3,2,84,2119.144865334256
qLogEI,10,2,3,2,85,2119.144865334256
qLogEI,10,2,3,2,86,2119.144865334256
qLogEI,10,2,3,2,87,2119.144865334256
qLogEI,10,2,3,2,88,2119.144865334256
qLogEI,10,2,3,2,89,2119.144865334256
qLogEI,10,2,3,2,90,2119.144865334256
qLogEI,10,2,3,2,91,2119.144865334256
qLogEI,10,2,3,2,92,2119.144865334256
qLogEI,10,2,3,2,93,2119.144865334256
qLogEI,10,2,3,2,94,2119.144865334256
qLogEI,10,2,3,2,95,2119.144865334256
qLogEI,10,2,3,2,96,2119.144865334256
qLogEI,10,2,3,2,97,2119.144865334256
qLogEI,10,2,3,2,98,2119.144865334256
qLogEI,10,2,3,2,99,2119.144865334256
qLogEI,10,2,3,2,100,2119.144865334256
RL_Enhanced,10,2,3,2,1,2119.144865334256
RL_Enhanced,10,2,3,2,2,2119.144865334256
RL_Enhanced,10,2,3,2,3,2119.144865334256
RL_Enhanced,10,2,3,2,4,2119.144865334256
RL_Enhanced,10,2,3,2,5,2119.144865334256
RL_Enhanced,10,2,3,2,6,2119.144865334256
RL_Enhanced,10,2,3,2,7,2119.144865334256
RL_Enhanced,10,2,3,2,8,2119.144865334256
RL_Enhanced,10,2,3,2,9,2119.144865334256
RL_Enhanced,10,2,3,2,10,2119.144865334256
RL_Enhanced,10,2,3,2,11,2119.144865334256
RL_Enhanced,10,2,3,2,12,2119.144865334256
RL_Enhanced,10,2,3,2,13,2119.144865334256
RL_Enhanced,10,2,3,2,14,2119.144865334256
RL_Enhanced,10,2,3,2,15,2119.144865334256
RL_Enhanced,10,2,3,2,16,2119.144865334256
RL_Enhanced,10,2,3,2,17,2119.144865334256
RL_Enhanced,10,2,3,2,18,2119.144865334256
RL_Enhanced,10,2,3,2,19,2119.144865334256
RL_Enhanced,10,2,3,2,20,2119.144865334256
RL_Enhanced,10,2,3,2,21,2119.144865334256
RL_Enhanced,10,2,3,2,22,2119.144865334256
RL_Enhanced,10,2,3,2,23,2119.144865334256
RL_Enhanced,10,2,3,2,24,2119.144865334256
RL_Enhanced,10,2,3,2,25,2119.144865334256
RL_Enhanced,10,2,3,2,26,2119.144865334256
RL_Enhanced,10,2,3,2,27,2119.144865334256
RL_Enhanced,10,2,3,2,28,2119.144865334256
RL_Enhanced,10,2,3,2,29,2119.144865334256
RL_Enhanced,10,2,3,2,30,2119.144865334256
RL_Enhanced,10,2,3,2,31,2119.144865334256
RL_Enhanced,10,2,3,2,32,2119.144865334256
RL_Enhanced,10,2,3,2,33,2119.144865334256
RL_Enhanced,10,2,3,2,34,2119.144865334256
RL_Enhanced,10,2,3,2,35,2119.144865334256
RL_Enhanced,10,2,3,2,36,2119.144865334256
RL_Enhanced,10,2,3,2,37,2119.144865334256
RL_Enhanced,10,2,3,2,38,2119.144865334256
RL_Enhanced,10,2,3,2,39,2119.144865334256
RL_Enhanced,10,2,3,2,40,2119.144865334256
RL_Enhanced,10,2,3,2,41,2119.144865334256
RL_Enhanced,10,2,3,2,42,2119.144865334256
RL_Enhanced,10,2,3,2,43,2119.144865334256
RL_Enhanced,10,2,3,2,44,2119.144865334256
RL_Enhanced,10,2,3,2,45,2119.144865334256
RL_Enhanced,10,2,3,2,46,2119.144865334256
RL_Enhanced,10,2,3,2,47,2119.144865334256
RL_Enhanced,10,2,3,2,48,2119.144865334256
RL_Enhanced,10,2,3,2,49,2119.144865334256
RL_Enhanced,10,2,3,2,50,2119.144865334256
RL_Enhanced,10,2,3,2,51,2119.144865334256
RL_Enhanced,10,2,3,2,52,2119.144865334256
RL_Enhanced,10,2,3,2,53,2119.144865334256
RL_Enhanced,10,2,3,2,54,2119.144865334256
RL_Enhanced,10,2,3,2,55,2119.144865334256
RL_Enhanced,10,2,3,2,56,2119.144865334256
RL_Enhanced,10,2,3,2,57,2119.144865334256
RL_Enhanced,10,2,3,2,58,2119.144865334256
RL_Enhanced,10,2,3,2,59,2119.144865334256
RL_Enhanced,10,2,3,2,60,2119.144865334256
RL_Enhanced,10,2,3,2,61,2119.144865334256
RL_Enhanced,10,2,3,2,62,2119.144865334256
RL_Enhanced,10,2,3,2,63,2119.144865334256
RL_Enhanced,10,2,3,2,64,2119.144865334256
RL_Enhanced,10,2,3,2,65,2119.144865334256
RL_Enhanced,10,2,3,2,66,2119.144865334256
RL_Enhanced,10,2,3,2,67,2119.144865334256
RL_Enhanced,10,2,3,2,68,2119.144865334256
RL_Enhanced,10,2,3,2,69,2119.144865334256
RL_Enhanced,10,2,3,2,70,2119.144865334256
RL_Enhanced,10,2,3,2,71,2119.144865334256
RL_Enhanced,10,2,3,2,72,2119.144865334256
RL_Enhanced,10,2,3,2,73,2119.144865334256
RL_Enhanced,10,2,3,2,74,2119.144865334256
RL_Enhanced,10,2,3,2,75,2119.144865334256
RL_Enhanced,10,2,3,2,76,2119.144865334256
RL_Enhanced,10,2,3,2,77,2119.144865334256
RL_Enhanced,10,2,3,2,78,2119.144865334256
RL_Enhanced,10,2,3,2,79,2119.144865334256
RL_Enhanced,10,2,3,2,80,2119.144865334256
RL_Enhanced,10,2,3,2,81,2119.144865334256
RL_Enhanced,10,2,3,2,82,2119.144865334256
RL_Enhanced,10,2,3,2,83,2119.144865334256
RL_Enhanced,10,2,3,2,84,2119.144865334256
RL_Enhanced,10,2,3,2,85,2119.144865334256
RL_Enhanced,10,2,3,2,86,2119.144865334256
RL_Enhanced,10,2,3,2,87,2119.144865334256
RL_Enhanced,10,2,3,2,88,2119.144865334256
RL_Enhanced,10,2,3,2,89,2119.144865334256
RL_Enhanced,10,2,3,2,90,2119.144865334256
RL_Enhanced,10,2,3,2,91,2119.144865334256
RL_Enhanced,10,2,3,2,92,2119.144865334256
RL_Enhanced,10,2,3,2,93,2119.144865334256
RL_Enhanced,10,2,3,2,94,2119.144865334256
RL_Enhanced,10,2,3,2,95,2119.144865334256
RL_Enhanced,10,2,3,2,96,2119.144865334256
RL_Enhanced,10,2,3,2,97,2119.144865334256
RL_Enhanced,10,2,3,2,98,2119.144865334256
RL_Enhanced,10,2,3,2,99,2119.144865334256
RL_Enhanced,10,2,3,2,100,2119.144865334256
Random,10,2,3,3,1,inf
Random,10,2,3,3,2,inf
Random,10,2,3,3,3,inf
Random,10,2,3,3,4,inf
Random,10,2,3,3,5,inf
Random,10,2,3,3,6,inf
Random,10,2,3,3,7,inf
Random,10,2,3,3,8,inf
Random,10,2,3,3,9,inf
Random,10,2,3,3,10,inf
Random,10,2,3,3,11,inf
Random,10,2,3,3,12,inf
Random,10,2,3,3,13,2012.444647898551
Random,10,2,3,3,14,2012.444647898551
Random,10,2,3,3,15,2012.444647898551
Random,10,2,3,3,16,2012.444647898551
Random,10,2,3,3,17,2012.444647898551
Random,10,2,3,3,18,2012.444647898551
Random,10,2,3,3,19,2012.444647898551
Random,10,2,3,3,20,2012.444647898551
Random,10,2,3,3,21,2012.444647898551
Random,10,2,3,3,22,2012.444647898551
Random,10,2,3,3,23,2012.444647898551
Random,10,2,3,3,24,2012.444647898551
Random,10,2,3,3,25,2012.444647898551
Random,10,2,3,3,26,1298.1957277792453
Random,10,2,3,3,27,1298.1957277792453
Random,10,2,3,3,28,1298.1957277792453
Random,10,2,3,3,29,1298.1957277792453
Random,10,2,3,3,30,1298.1957277792453
Random,10,2,3,3,31,1298.1957277792453
Random,10,2,3,3,32,1298.1957277792453
Random,10,2,3,3,33,1298.1957277792453
Random,10,2,3,3,34,1298.1957277792453
Random,10,2,3,3,35,1298.1957277792453
Random,10,2,3,3,36,1298.1957277792453
Random,10,2,3,3,37,1298.1957277792453
Random,10,2,3,3,38,1298.1957277792453
Random,10,2,3,3,39,1298.1957277792453
Random,10,2,3,3,40,1298.1957277792453
Random,10,2,3,3,41,1298.1957277792453
Random,10,2,3,3,42,1298.1957277792453
Random,10,2,3,3,43,1298.1957277792453
Random,10,2,3,3,44,1298.1957277792453
Random,10,2,3,3,45,1298.1957277792453
Random,10,2,3,3,46,1298.1957277792453
Random,10,2,3,3,47,1298.1957277792453
Random,10,2,3,3,48,1298.1957277792453
Random,10,2,3,3,49,1298.1957277792453
Random,10,2,3,3,50,1298.1957277792453
Random,10,2,3,3,51,1298.1957277792453
Random,10,2,3,3,52,1298.1957277792453
Random,10,2,3,3,53,1298.1957277792453
Random,10,2,3,3,54,1298.1957277792453
Random,10,2,3,3,55,1298.1957277792453
Random,10,2,3,3,56,1298.1957277792453
Random,10,2,3,3,57,1298.1957277792453
Random,10,2,3,3,58,1298.1957277792453
Random,10,2,3,3,59,1298.1957277792453
Random,10,2,3,3,60,1298.1957277792453
Random,10,2,3,3,61,1298.1957277792453
Random,10,2,3,3,62,1298.1957277792453
Random,10,2,3,3,63,1298.1957277792453
Random,10,2,3,3,64,1298.1957277792453
Random,10,2,3,3,65,1298.1957277792453
Random,10,2,3,3,66,1298.1957277792453
Random,10,2,3,3,67,1298.1957277792453
Random,10,2,3,3,68,1298.1957277792453
Random,10,2,3,3,69,1298.1957277792453
Random,10,2,3,3,70,1298.1957277792453
Random,10,2,3,3,71,1298.1957277792453
Random,10,2,3,3,72,1298.1957277792453
Random,10,2,3,3,73,1298.1957277792453
Random,10,2,3,3,74,1298.1957277792453
Random,10,2,3,3,75,1298.1957277792453
Random,10,2,3,3,76,1298.1957277792453
Random,10,2,3,3,77,1298.1957277792453
Random,10,2,3,3,78,1298.1957277792453
Random,10,2,3,3,79,1298.1957277792453
Random,10,2,3,3,80,1298.1957277792453
Random,10,2,3,3,81,1298.1957277792453
Random,10,2,3,3,82,1298.1957277792453
Random,10,2,3,3,83,1298.1957277792453
Random,10,2,3,3,84,1298.1957277792453
Random,10,2,3,3,85,1298.1957277792453
Random,10,2,3,3,86,1298.1957277792453
Random,10,2,3,3,87,1298.1957277792453
Random,10,2,3,3,88,1298.1957277792453
Random,10,2,3,3,89,1298.1957277792453
Random,10,2,3,3,90,1298.1957277792453
Random,10,2,3,3,91,1298.1957277792453
Random,10,2,3,3,92,1298.1957277792453
Random,10,2,3,3,93,1298.1957277792453
Random,10,2,3,3,94,1298.1957277792453
Random,10,2,3,3,95,1298.1957277792453
Random,10,2,3,3,96,1298.1957277792453
Random,10,2,3,3,97,1298.1957277792453
Random,10,2,3,3,98,1298.1957277792453
Random,10,2,3,3,99,1298.1957277792453
Random,10,2,3,3,100,1298.1957277792453
qLogEI,10,2,3,3,1,inf
qLogEI,10,2,3,3,2,inf
qLogEI,10,2,3,3,3,inf
qLogEI,10,2,3,3,4,inf
qLogEI,10,2,3,3,5,inf
qLogEI,10,2,3,3,6,inf
qLogEI,10,2,3,3,7,inf
qLogEI,10,2,3,3,8,inf
qLogEI,10,2,3,3,9,inf
qLogEI,10,2,3,3,10,inf
qLogEI,10,2,3,3,11,inf
qLogEI,10,2,3,3,12,inf
qLogEI,10,2,3,3,13,2012.444647898551
qLogEI,10,2,3,3,14,2012.444647898551
qLogEI,10,2,3,3,15,2012.444647898551
qLogEI,10,2,3,3,16,2012.444647898551
qLogEI,10,2,3,3,17,2012.444647898551
qLogEI,10,2,3,3,18,2012.444647898551
qLogEI,10,2,3,3,19,2012.444647898551
qLogEI,10,2,3,3,20,2012.444647898551
qLogEI,10,2,3,3,21,2012.444647898551
qLogEI,10,2,3,3,22,2012.444647898551
qLogEI,10,2,3,3,23,2012.444647898551
qLogEI,10,2,3,3,24,2012.444647898551
qLogEI,10,2,3,3,25,2012.444647898551
qLogEI,10,2,3,3,26,2012.444647898551
qLogEI,10,2,3,3,27,2012.444647898551
qLogEI,10,2,3,3,28,2012.444647898551
qLogEI,10,2,3,3,29,2012.444647898551
qLogEI,10,2,3,3,30,2012.444647898551
qLogEI,10,2,3,3,31,2012.444647898551
qLogEI,10,2,3,3,32,2012.444647898551
qLogEI,10,2,3,3,33,2012.444647898551
qLogEI,10,2,3,3,34,2012.444647898551
qLogEI,10,2,3,3,35,2012.444647898551
qLogEI,10,2,3,3,36,2012.444647898551
qLogEI,10,2,3,3,37,2012.444647898551
qLogEI,10,2,3,3,38,2012.444647898551
qLogEI,10,2,3,3,39,2012.444647898551
qLogEI,10,2,3,3,40,2012.444647898551
qLogEI,10,2,3,3,41,2012.444647898551
qLogEI,10,2,3,3,42,2012.444647898551
qLogEI,10,2,3,3,43,2012.444647898551
qLogEI,10,2,3,3,44,2012.444647898551
qLogEI,10,2,3,3,45,2012.444647898551
qLogEI,10,2,3,3,46,2012.444647898551
qLogEI,10,2,3,3,47,2012.444647898551
qLogEI,10,2,3,3,48,2012.444647898551
qLogEI,10,2,3,3,49,2012.444647898551
qLogEI,10,2,3,3,50,2012.444647898551
qLogEI,10,2,3,3,51,2012.444647898551
qLogEI,10,2,3,3,52,2012.444647898551
qLogEI,10,2,3,3,53,2012.444647898551
qLogEI,10,2,3,3,54,2012.444647898551
qLogEI,10,2,3,3,55,2012.444647898551
qLogEI,10,2,3,3,56,2012.444647898551
qLogEI,10,2,3,3,57,2012.444647898551
qLogEI,10,2,3,3,58,2012.444647898551
qLogEI,10,2,3,3,59,2012.444647898551
qLogEI,10,2,3,3,60,2012.444647898551
qLogEI,10,2,3,3,61,2012.444647898551
qLogEI,10,2,3,3,62,2012.444647898551
qLogEI,10,2,3,3,63,2012.444647898551
qLogEI,10,2,3,3,64,2012.444647898551
qLogEI,10,2,3,3,65,2012.444647898551
qLogEI,10,2,3,3,66,2012.444647898551
qLogEI,10,2,3,3,67,2012.444647898551
qLogEI,10,2,3,3,68,2012.444647898551
qLogEI,10,2,3,3,69,2012.444647898551
qLogEI,10,2,3,3,70,2012.444647898551
qLogEI,10,2,3,3,71,2012.444647898551
qLogEI,10,2,3,3,72,2012.444647898551
qLogEI,10,2,3,3,73,2012.444647898551
qLogEI,10,2,3,3,74,2012.444647898551
qLogEI,10,2,3,3,75,2012.444647898551
qLogEI,10,2,3,3,76,2012.444647898551
qLogEI,10,2,3,3,77,2012.444647898551
qLogEI,10,2,3,3,78,2012.444647898551
qLogEI,10,2,3,3,79,2012.444647898551
qLogEI,10,2,3,3,80,2012.444647898551
qLogEI,10,2,3,3,81,2012.444647898551
qLogEI,10,2,3,3,82,2012.444647898551
qLogEI,10,2,3,3,83,2012.444647898551
qLogEI,10,2,3,3,84,2012.444647898551
qLogEI,10,2,3,3,85,2012.444647898551
qLogEI,10,2,3,3,86,2012.444647898551
qLogEI,10,2,3,3,87,2012.444647898551
qLogEI,10,2,3,3,88,2012.444647898551
qLogEI,10,2,3,3,89,2012.444647898551
qLogEI,10,2,3,3,90,2012.444647898551
qLogEI,10,2,3,3,91,2012.444647898551
qLogEI,10,2,3,3,92,2012.444647898551
qLogEI,10,2,3,3,93,2012.444647898551
qLogEI,10,2,3,3,94,2012.444647898551
qLogEI,10,2,3,3,95,2012.444647898551
qLogEI,10,2,3,3,96,2012.444647898551
qLogEI,10,2,3,3,97,2012.444647898551
qLogEI,10,2,3,3,98,2012.444647898551
qLogEI,10,2,3,3,99,2012.444647898551
qLogEI,10,2,3,3,100,2012.444647898551
RL_Enhanced,10,2,3,3,1,inf
RL_Enhanced,10,2,3,3,2,inf
RL_Enhanced,10,2,3,3,3,inf
RL_Enhanced,10,2,3,3,4,inf
RL_Enhanced,10,2,3,3,5,inf
RL_Enhanced,10,2,3,3,6,inf
RL_Enhanced,10,2,3,3,7,inf
RL_Enhanced,10,2,3,3,8,inf
RL_Enhanced,10,2,3,3,9,inf
RL_Enhanced,10,2,3,3,10,inf
RL_Enhanced,10,2,3,3,11,inf
RL_Enhanced,10,2,3,3,12,inf
RL_Enhanced,10,2,3,3,13,2012.444647898551
RL_Enhanced,10,2,3,3,14,2012.444647898551
RL_Enhanced,10,2,3,3,15,2012.444647898551
RL_Enhanced,10,2,3,3,16,2012.444647898551
RL_Enhanced,10,2,3,3,17,2012.444647898551
RL_Enhanced,10,2,3,3,18,2012.444647898551
RL_Enhanced,10,2,3,3,19,2012.444647898551
RL_Enhanced,10,2,3,3,20,2012.444647898551
RL_Enhanced,10,2,3,3,21,2012.444647898551
RL_Enhanced,10,2,3,3,22,2012.444647898551
RL_Enhanced,10,2,3,3,23,2012.444647898551
RL_Enhanced,10,2,3,3,24,2012.444647898551
RL_Enhanced,10,2,3,3,25,2012.444647898551
RL_Enhanced,10,2,3,3,26,2012.444647898551
RL_Enhanced,10,2,3,3,27,2012.444647898551
RL_Enhanced,10,2,3,3,28,2012.444647898551
RL_Enhanced,10,2,3,3,29,2012.444647898551
RL_Enhanced,10,2,3,3,30,2012.444647898551
RL_Enhanced,10,2,3,3,31,2012.444647898551
RL_Enhanced,10,2,3,3,32,2012.444647898551
RL_Enhanced,10,2,3,3,33,2012.444647898551
RL_Enhanced,10,2,3,3,34,2012.444647898551
RL_Enhanced,10,2,3,3,35,2012.444647898551
RL_Enhanced,10,2,3,3,36,2012.444647898551
RL_Enhanced,10,2,3,3,37,2012.444647898551
RL_Enhanced,10,2,3,3,38,2012.444647898551
RL_Enhanced,10,2,3,3,39,2012.444647898551
RL_Enhanced,10,2,3,3,40,2012.444647898551
RL_Enhanced,10,2,3,3,41,2012.444647898551
RL_Enhanced,10,2,3,3,42,2012.444647898551
RL_Enhanced,10,2,3,3,43,2012.444647898551
RL_Enhanced,10,2,3,3,44,2012.444647898551
RL_Enhanced,10,2,3,3,45,2012.444647898551
RL_Enhanced,10,2,3,3,46,2012.444647898551
RL_Enhanced,10,2,3,3,47,2012.444647898551
RL_Enhanced,10,2,3,3,48,2012.444647898551
RL_Enhanced,10,2,3,3,49,2012.444647898551
RL_Enhanced,10,2,3,3,50,2012.444647898551
RL_Enhanced,10,2,3,3,51,2012.444647898551
RL_Enhanced,10,2,3,3,52,2012.444647898551
RL_Enhanced,10,2,3,3,53,2012.444647898551
RL_Enhanced,10,2,3,3,54,2012.444647898551
RL_Enhanced,10,2,3,3,55,2012.444647898551
RL_Enhanced,10,2,3,3,56,2012.444647898551
RL_Enhanced,10,2,3,3,57,2012.444647898551
RL_Enhanced,10,2,3,3,58,2012.444647898551
RL_Enhanced,10,2,3,3,59,2012.444647898551
RL_Enhanced,10,2,3,3,60,2012.444647898551
RL_Enhanced,10,2,3,3,61,2012.444647898551
RL_Enhanced,10,2,3,3,62,2012.444647898551
RL_Enhanced,10,2,3,3,63,2012.444647898551
RL_Enhanced,10,2,3,3,64,2012.444647898551
RL_Enhanced,10,2,3,3,65,2012.444647898551
RL_Enhanced,10,2,3,3,66,2012.444647898551
RL_Enhanced,10,2,3,3,67,2012.444647898551
RL_Enhanced,10,2,3,3,68,2012.444647898551
RL_Enhanced,10,2,3,3,69,2012.444647898551
RL_Enhanced,10,2,3,3,70,2012.444647898551
RL_Enhanced,10,2,3,3,71,2012.444647898551
RL_Enhanced,10,2,3,3,72,2012.444647898551
RL_Enhanced,10,2,3,3,73,2012.444647898551
RL_Enhanced,10,2,3,3,74,2012.444647898551
RL_Enhanced,10,2,3,3,75,2012.444647898551
RL_Enhanced,10,2,3,3,76,2012.444647898551
RL_Enhanced,10,2,3,3,77,2012.444647898551
RL_Enhanced,10,2,3,3,78,2012.444647898551
RL_Enhanced,10,2,3,3,79,2012.444647898551
RL_Enhanced,10,2,3,3,80,2012.444647898551
RL_Enhanced,10,2,3,3,81,2012.444647898551
RL_Enhanced,10,2,3,3,82,2012.444647898551
RL_Enhanced,10,2,3,3,83,2012.444647898551
RL_Enhanced,10,2,3,3,84,2012.444647898551
RL_Enhanced,10,2,3,3,85,2012.444647898551
RL_Enhanced,10,2,3,3,86,2012.444647898551
RL_Enhanced,10,2,3,3,87,2012.444647898551
RL_Enhanced,10,2,3,3,88,2012.444647898551
RL_Enhanced,10,2,3,3,89,2012.444647898551
RL_Enhanced,10,2,3,3,90,2012.444647898551
RL_Enhanced,10,2,3,3,91,2012.444647898551
RL_Enhanced,10,2,3,3,92,2012.444647898551
RL_Enhanced,10,2,3,3,93,2012.444647898551
RL_Enhanced,10,2,3,3,94,2012.444647898551
RL_Enhanced,10,2,3,3,95,2012.444647898551
RL_Enhanced,10,2,3,3,96,2012.444647898551
RL_Enhanced,10,2,3,3,97,2012.444647898551
RL_Enhanced,10,2,3,3,98,2012.444647898551
RL_Enhanced,10,2,3,3,99,2012.444647898551
RL_Enhanced,10,2,3,3,100,2012.444647898551
Random,10,2,3,4,1,inf
Random,10,2,3,4,2,inf
Random,10,2,3,4,3,inf
Random,10,2,3,4,4,inf
Random,10,2,3,4,5,inf
Random,10,2,3,4,6,inf
Random,10,2,3,4,7,inf
Random,10,2,3,4,8,inf
Random,10,2,3,4,9,inf
Random,10,2,3,4,10,inf
Random,10,2,3,4,11,inf
Random,10,2,3,4,12,inf
Random,10,2,3,4,13,inf
Random,10,2,3,4,14,inf
Random,10,2,3,4,15,inf
Random,10,2,3,4,16,inf
Random,10,2,3,4,17,inf
Random,10,2,3,4,18,inf
Random,10,2,3,4,19,inf
Random,10,2,3,4,20,inf
Random,10,2,3,4,21,inf
Random,10,2,3,4,22,inf
Random,10,2,3,4,23,inf
Random,10,2,3,4,24,inf
Random,10,2,3,4,25,inf
Random,10,2,3,4,26,inf
Random,10,2,3,4,27,inf
Random,10,2,3,4,28,inf
Random,10,2,3,4,29,inf
Random,10,2,3,4,30,inf
Random,10,2,3,4,31,inf
Random,10,2,3,4,32,inf
Random,10,2,3,4,33,inf
Random,10,2,3,4,34,inf
Random,10,2,3,4,35,inf
Random,10,2,3,4,36,inf
Random,10,2,3,4,37,inf
Random,10,2,3,4,38,inf
Random,10,2,3,4,39,inf
Random,10,2,3,4,40,inf
Random,10,2,3,4,41,inf
Random,10,2,3,4,42,inf
Random,10,2,3,4,43,inf
Random,10,2,3,4,44,inf
Random,10,2,3,4,45,inf
Random,10,2,3,4,46,inf
Random,10,2,3,4,47,inf
Random,10,2,3,4,48,inf
Random,10,2,3,4,49,inf
Random,10,2,3,4,50,1170.8465471366671
Random,10,2,3,4,51,1170.8465471366671
Random,10,2,3,4,52,1170.8465471366671
Random,10,2,3,4,53,1170.8465471366671
Random,10,2,3,4,54,1170.8465471366671
Random,10,2,3,4,55,1170.8465471366671
Random,10,2,3,4,56,1170.8465471366671
Random,10,2,3,4,57,1170.8465471366671
Random,10,2,3,4,58,1170.8465471366671
Random,10,2,3,4,59,1170.8465471366671
Random,10,2,3,4,60,1170.8465471366671
Random,10,2,3,4,61,1170.8465471366671
Random,10,2,3,4,62,1170.8465471366671
Random,10,2,3,4,63,1170.8465471366671
Random,10,2,3,4,64,1170.8465471366671
Random,10,2,3,4,65,1170.8465471366671
Random,10,2,3,4,66,1170.8465471366671
Random,10,2,3,4,67,1170.8465471366671
Random,10,2,3,4,68,1170.8465471366671
Random,10,2,3,4,69,1170.8465471366671
Random,10,2,3,4,70,1170.8465471366671
Random,10,2,3,4,71,1170.8465471366671
Random,10,2,3,4,72,1170.8465471366671
Random,10,2,3,4,73,1170.8465471366671
Random,10,2,3,4,74,1170.8465471366671
Random,10,2,3,4,75,1170.8465471366671
Random,10,2,3,4,76,1170.8465471366671
Random,10,2,3,4,77,1170.8465471366671
Random,10,2,3,4,78,1170.8465471366671
Random,10,2,3,4,79,1170.8465471366671
Random,10,2,3,4,80,1170.8465471366671
Random,10,2,3,4,81,1170.8465471366671
Random,10,2,3,4,82,1170.8465471366671
Random,10,2,3,4,83,1135.7255933270808
Random,10,2,3,4,84,1135.7255933270808
Random,10,2,3,4,85,1135.7255933270808
Random,10,2,3,4,86,1135.7255933270808
Random,10,2,3,4,87,1135.7255933270808
Random,10,2,3,4,88,1135.7255933270808
Random,10,2,3,4,89,1135.7255933270808
Random,10,2,3,4,90,1135.7255933270808
Random,10,2,3,4,91,1135.7255933270808
Random,10,2,3,4,92,1135.7255933270808
Random,10,2,3,4,93,1135.7255933270808
Random,10,2,3,4,94,1135.7255933270808
Random,10,2,3,4,95,1135.7255933270808
Random,10,2,3,4,96,1135.7255933270808
Random,10,2,3,4,97,1135.7255933270808
Random,10,2,3,4,98,1135.7255933270808
Random,10,2,3,4,99,1135.7255933270808
Random,10,2,3,4,100,1135.7255933270808
qLogEI,10,2,3,4,1,inf
qLogEI,10,2,3,4,2,inf
qLogEI,10,2,3,4,3,inf
qLogEI,10,2,3,4,4,inf
qLogEI,10,2,3,4,5,inf
qLogEI,10,2,3,4,6,inf
qLogEI,10,2,3,4,7,inf
qLogEI,10,2,3,4,8,inf
qLogEI,10,2,3,4,9,inf
qLogEI,10,2,3,4,10,inf
qLogEI,10,2,3,4,11,inf
qLogEI,10,2,3,4,12,inf
qLogEI,10,2,3,4,13,inf
qLogEI,10,2,3,4,14,inf
qLogEI,10,2,3,4,15,inf
qLogEI,10,2,3,4,16,inf
qLogEI,10,2,3,4,17,inf
qLogEI,10,2,3,4,18,inf
qLogEI,10,2,3,4,19,inf
qLogEI,10,2,3,4,20,inf
qLogEI,10,2,3,4,21,inf
qLogEI,10,2,3,4,22,inf
qLogEI,10,2,3,4,23,inf
qLogEI,10,2,3,4,24,inf
qLogEI,10,2,3,4,25,inf
qLogEI,10,2,3,4,26,inf
qLogEI,10,2,3,4,27,inf
qLogEI,10,2,3,4,28,inf
qLogEI,10,2,3,4,29,inf
qLogEI,10,2,3,4,30,inf
qLogEI,10,2,3,4,31,inf
qLogEI,10,2,3,4,32,inf
qLogEI,10,2,3,4,33,inf
qLogEI,10,2,3,4,34,inf
qLogEI,10,2,3,4,35,inf
qLogEI,10,2,3,4,36,inf
qLogEI,10,2,3,4,37,inf
qLogEI,10,2,3,4,38,inf
qLogEI,10,2,3,4,39,inf
qLogEI,10,2,3,4,40,inf
qLogEI,10,2,3,4,41,inf
qLogEI,10,2,3,4,42,inf
qLogEI,10,2,3,4,43,inf
qLogEI,10,2,3,4,44,inf
qLogEI,10,2,3,4,45,inf
qLogEI,10,2,3,4,46,inf
qLogEI,10,2,3,4,47,inf
qLogEI,10,2,3,4,48,inf
qLogEI,10,2,3,4,49,inf
qLogEI,10,2,3,4,50,inf
