method,dim,function,instance,repetition,eval,best_feasible
Random,2,6,3,3,4,inf
Random,2,6,3,3,5,inf
Random,2,6,3,3,6,inf
Random,2,6,3,3,7,inf
Random,2,6,3,3,8,inf
Random,2,6,3,3,9,inf
Random,2,6,3,3,10,inf
Random,2,6,3,3,11,inf
Random,2,6,3,3,12,inf
Random,2,6,3,3,13,inf
Random,2,6,3,3,14,-9533.759544005015
Random,2,6,3,3,15,-9533.759544005015
Random,2,6,3,3,16,-9533.759544005015
Random,2,6,3,3,17,-9533.759544005015
Random,2,6,3,3,18,-9533.759544005015
Random,2,6,3,3,19,-9533.759544005015
Random,2,6,3,3,20,-9847.792957389072
qLogEI,2,6,3,3,1,inf
qLogEI,2,6,3,3,2,inf
qLogEI,2,6,3,3,3,inf
qLogEI,2,6,3,3,4,inf
qLogEI,2,6,3,3,5,inf
qLogEI,2,6,3,3,6,inf
qLogEI,2,6,3,3,7,inf
qLogEI,2,6,3,3,8,inf
qLogEI,2,6,3,3,9,inf
qLogEI,2,6,3,3,10,inf
qLogEI,2,6,3,3,11,inf
qLogEI,2,6,3,3,12,inf
qLogEI,2,6,3,3,13,inf
qLogEI,2,6,3,3,14,inf
qLogEI,2,6,3,3,15,inf
qLogEI,2,6,3,3,16,inf
qLogEI,2,6,3,3,17,-9877.674509360992
qLogEI,2,6,3,3,18,-9877.674509360992
qLogEI,2,6,3,3,19,-9877.674509360992
qLogEI,2,6,3,3,20,-9880.966306994804
RL,2,6,3,3,1,inf
RL,2,6,3,3,2,inf
RL,2,6,3,3,3,inf
RL,2,6,3,3,4,inf
RL,2,6,3,3,5,inf
RL,2,6,3,3,6,inf
RL,2,6,3,3,7,inf
RL,2,6,3,3,8,inf
RL,2,6,3,3,9,inf
RL,2,6,3,3,10,inf
RL,2,6,3,3,11,inf
RL,2,6,3,3,12,inf
RL,2,6,3,3,13,inf
RL,2,6,3,3,14,inf
RL,2,6,3,3,15,inf
RL,2,6,3,3,16,inf
RL,2,6,3,3,17,inf
RL,2,6,3,3,18,inf
RL,2,6,3,3,19,inf
RL,2,6,3,3,20,inf
Random,2,6,3,4,1,inf
Random,2,6,3,4,2,inf
Random,2,6,3,4,3,-9528.020599058158
Random,2,6,3,4,4,-9528.020599058158
Random,2,6,3,4,5,-9528.020599058158
Random,2,6,3,4,6,-9528.020599058158
Random,2,6,3,4,7,-9528.020599058158
Random,2,6,3,4,8,-9528.020599058158
Random,2,6,3,4,9,-9528.020599058158
Random,2,6,3,4,10,-9528.020599058158
Random,2,6,3,4,11,-9528.020599058158
Random,2,6,3,4,12,-9528.020599058158
Random,2,6,3,4,13,-9528.020599058158
Random,2,6,3,4,14,-9528.020599058158
Random,2,6,3,4,15,-9528.020599058158
Random,2,6,3,4,16,-9528.020599058158
Random,2,6,3,4,17,-9528.020599058158
Random,2,6,3,4,18,-9528.020599058158
Random,2,6,3,4,19,-9528.020599058158
Random,2,6,3,4,20,-9664.61995150882
qLogEI,2,6,3,4,1,inf
qLogEI,2,6,3,4,2,inf
qLogEI,2,6,3,4,3,-9528.020599058158
qLogEI,2,6,3,4,4,-9528.020599058158
qLogEI,2,6,3,4,5,-9528.020599058158
qLogEI,2,6,3,4,6,-9528.020599058158
qLogEI,2,6,3,4,7,-9528.020599058158
qLogEI,2,6,3,4,8,-9560.400655892496
qLogEI,2,6,3,4,9,-9568.04255631396
qLogEI,2,6,3,4,10,-9673.639088083677
qLogEI,2,6,3,4,11,-9837.143325586063
qLogEI,2,6,3,4,12,-9837.143325586063
qLogEI,2,6,3,4,13,-9837.143325586063
qLogEI,2,6,3,4,14,-9837.143325586063
qLogEI,2,6,3,4,15,-9837.143325586063
qLogEI,2,6,3,4,16,-9849.095219573313
qLogEI,2,6,3,4,17,-9864.503683966203
qLogEI,2,6,3,4,18,-9866.535780661681
qLogEI,2,6,3,4,19,-9866.535780661681
qLogEI,2,6,3,4,20,-9866.535780661681
RL,2,6,3,4,1,inf
RL,2,6,3,4,2,inf
RL,2,6,3,4,3,-9528.020599058158
RL,2,6,3,4,4,-9528.020599058158
RL,2,6,3,4,5,-9528.020599058158
RL,2,6,3,4,6,-9528.020599058158
RL,2,6,3,4,7,-9528.020599058158
RL,2,6,3,4,8,-9528.020599058158
RL,2,6,3,4,9,-9528.020599058158
RL,2,6,3,4,10,-9528.020599058158
RL,2,6,3,4,11,-9528.020599058158
RL,2,6,3,4,12,-9528.020599058158
RL,2,6,3,4,13,-9528.020599058158
RL,2,6,3,4,14,-9528.020599058158
RL,2,6,3,4,15,-9528.020599058158
RL,2,6,3,4,16,-9528.020599058158
RL,2,6,3,4,17,-9528.020599058158
RL,2,6,3,4,18,-9528.020599058158
RL,2,6,3,4,19,-9528.020599058158
RL,2,6,3,4,20,-9528.020599058158
Random,2,50,1,0,1,inf
Random,2,50,1,0,2,inf
Random,2,50,1,0,3,799.3514371598862
Random,2,50,1,0,4,799.3514371598862
Random,2,50,1,0,5,799.3514371598862
Random,2,50,1,0,6,494.8137032145776
Random,2,50,1,0,7,494.8137032145776
Random,2,50,1,0,8,494.8137032145776
Random,2,50,1,0,9,494.8137032145776
Random,2,50,1,0,10,494.8137032145776
Random,2,50,1,0,11,494.8137032145776
Random,2,50,1,0,12,494.8137032145776
Random,2,50,1,0,13,494.8137032145776
Random,2,50,1,0,14,493.7424187470792
Random,2,50,1,0,15,493.7424187470792
Random,2,50,1,0,16,493.7424187470792
Random,2,50,1,0,17,493.7424187470792
Random,2,50,1,0,18,493.7424187470792
Random,2,50,1,0,19,493.7424187470792
Random,2,50,1,0,20,493.7424187470792
qLogEI,2,50,1,0,1,inf
qLogEI,2,50,1,0,2,inf
qLogEI,2,50,1,0,3,799.3514371598862
qLogEI,2,50,1,0,4,799.3514371598862
qLogEI,2,50,1,0,5,799.3514371598862
qLogEI,2,50,1,0,6,799.3514371598862
qLogEI,2,50,1,0,7,799.3514371598862
qLogEI,2,50,1,0,8,336.3531735856118
qLogEI,2,50,1,0,9,336.3531735856118
qLogEI,2,50,1,0,10,336.3531735856118
qLogEI,2,50,1,0,11,336.3531735856118
qLogEI,2,50,1,0,12,336.3531735856118
qLogEI,2,50,1,0,13,336.3531735856118
qLogEI,2,50,1,0,14,336.3531735856118
qLogEI,2,50,1,0,15,336.3531735856118
qLogEI,2,50,1,0,16,336.3531735856118
qLogEI,2,50,1,0,17,336.3531735856118
qLogEI,2,50,1,0,18,336.3531735856118
qLogEI,2,50,1,0,19,336.3531735856118
qLogEI,2,50,1,0,20,336.3531735856118
RL,2,50,1,0,1,inf
RL,2,50,1,0,2,inf
RL,2,50,1,0,3,799.3514371598862
RL,2,50,1,0,4,799.3514371598862
RL,2,50,1,0,5,799.3514371598862
RL,2,50,1,0,6,799.3514371598862
RL,2,50,1,0,7,799.3514371598862
RL,2,50,1,0,8,799.3514371598862
RL,2,50,1,0,9,799.3514371598862
RL,2,50,1,0,10,799.3514371598862
RL,2,50,1,0,11,799.3514371598862
RL,2,50,1,0,12,799.3514371598862
RL,2,50,1,0,13,799.3514371598862
RL,2,50,1,0,14,799.3514371598862
RL,2,50,1,0,15,799.3514371598862
RL,2,50,1,0,16,799.3514371598862
RL,2,50,1,0,17,799.3514371598862
RL,2,50,1,0,18,799.3514371598862
RL,2,50,1,0,19,799.3514371598862
RL,2,50,1,0,20,799.3514371598862
Random,2,50,1,1,1,876.3589704399865
Random,2,50,1,1,2,876.3589704399865
Random,2,50,1,1,3,876.3589704399865
Random,2,50,1,1,4,655.3916856026017
Random,2,50,1,1,5,655.3916856026017
Random,2,50,1,1,6,427.5868102823219
Random,2,50,1,1,7,427.5868102823219
Random,2,50,1,1,8,427.5868102823219
Random,2,50,1,1,9,427.5868102823219
Random,2,50,1,1,10,166.19583632102146
Random,2,50,1,1,11,166.19583632102146
Random,2,50,1,1,12,166.19583632102146
Random,2,50,1,1,13,166.19583632102146
Random,2,50,1,1,14,166.19583632102146
Random,2,50,1,1,15,166.19583632102146
Random,2,50,1,1,16,166.19583632102146
Random,2,50,1,1,17,166.19583632102146
Random,2,50,1,1,18,166.19583632102146
Random,2,50,1,1,19,166.19583632102146
Random,2,50,1,1,20,166.19583632102146
qLogEI,2,50,1,1,1,876.3589704399865
qLogEI,2,50,1,1,2,876.3589704399865
qLogEI,2,50,1,1,3,876.3589704399865
qLogEI,2,50,1,1,4,655.3916856026017
qLogEI,2,50,1,1,5,655.3916856026017
qLogEI,2,50,1,1,6,655.3916856026017
qLogEI,2,50,1,1,7,655.3916856026017
qLogEI,2,50,1,1,8,655.3916856026017
qLogEI,2,50,1,1,9,655.3916856026017
qLogEI,2,50,1,1,10,655.3916856026017
qLogEI,2,50,1,1,11,655.3916856026017
qLogEI,2,50,1,1,12,135.72111836251426
qLogEI,2,50,1,1,13,135.72111836251426
qLogEI,2,50,1,1,14,135.72111836251426
qLogEI,2,50,1,1,15,135.72111836251426
qLogEI,2,50,1,1,16,135.72111836251426
qLogEI,2,50,1,1,17,135.72111836251426
qLogEI,2,50,1,1,18,135.72111836251426
qLogEI,2,50,1,1,19,135.72111836251426
qLogEI,2,50,1,1,20,135.72111836251426
RL,2,50,1,1,1,876.3589704399865
RL,2,50,1,1,2,876.3589704399865
RL,2,50,1,1,3,876.3589704399865
RL,2,50,1,1,4,655.3916856026017
RL,2,50,1,1,5,655.3916856026017
RL,2,50,1,1,6,655.3916856026017
RL,2,50,1,1,7,655.3916856026017
RL,2,50,1,1,8,655.3916856026017
RL,2,50,1,1,9,655.3916856026017
RL,2,50,1,1,10,655.3916856026017
RL,2,50,1,1,11,655.3916856026017
RL,2,50,1,1,12,655.3916856026017
RL,2,50,1,1,13,655.3916856026017
RL,2,50,1,1,14,655.3916856026017
RL,2,50,1,1,15,655.3916856026017
RL,2,50,1,1,16,655.3916856026017
RL,2,50,1,1,17,655.3916856026017
RL,2,50,1,1,18,655.3916856026017
RL,2,50,1,1,19,655.3916856026017
RL,2,50,1,1,20,655.3916856026017
Random,2,50,1,2,1,inf
Random,2,50,1,2,2,1013.2760417412868
Random,2,50,1,2,3,1013.2760417412868
Random,2,50,1,2,4,866.0082337652777
Random,2,50,1,2,5,866.0082337652777
Random,2,50,1,2,6,866.0082337652777
Random,2,50,1,2,7,206.37286387123157
Random,2,50,1,2,8,206.37286387123157
Random,2,50,1,2,9,132.0809747546461
Random,2,50,1,2,10,132.0809747546461
Random,2,50,1,2,11,132.0809747546461
Random,2,50,1,2,12,132.0809747546461
Random,2,50,1,2,13,132.0809747546461
Random,2,50,1,2,14,132.0809747546461
Random,2,50,1,2,15,132.0809747546461
Random,2,50,1,2,16,132.0809747546461
Random,2,50,1,2,17,132.0809747546461
Random,2,50,1,2,18,132.0809747546461
Random,2,50,1,2,19,132.0809747546461
Random,2,50,1,2,20,132.0809747546461
qLogEI,2,50,1,2,1,inf
qLogEI,2,50,1,2,2,1013.2760417412868
qLogEI,2,50,1,2,3,1013.2760417412868
qLogEI,2,50,1,2,4,866.0082337652777
qLogEI,2,50,1,2,5,866.0082337652777
qLogEI,2,50,1,2,6,866.0082337652777
qLogEI,2,50,1,2,7,866.0082337652777
qLogEI,2,50,1,2,8,866.0082337652777
qLogEI,2,50,1,2,9,866.0082337652777
qLogEI,2,50,1,2,10,866.0082337652777
qLogEI,2,50,1,2,11,866.0082337652777
qLogEI,2,50,1,2,12,866.0082337652777
qLogEI,2,50,1,2,13,866.0082337652777
qLogEI,2,50,1,2,14,314.58834623836043
qLogEI,2,50,1,2,15,314.58834623836043
qLogEI,2,50,1,2,16,314.58834623836043
qLogEI,2,50,1,2,17,314.58834623836043
qLogEI,2,50,1,2,18,314.58834623836043
qLogEI,2,50,1,2,19,314.58834623836043
qLogEI,2,50,1,2,20,314.58834623836043
RL,2,50,1,2,1,inf
RL,2,50,1,2,2,1013.2760417412868
RL,2,50,1,2,3,1013.2760417412868
RL,2,50,1,2,4,866.0082337652777
RL,2,50,1,2,5,866.0082337652777
RL,2,50,1,2,6,866.0082337652777
RL,2,50,1,2,7,866.0082337652777
RL,2,50,1,2,8,866.0082337652777
RL,2,50,1,2,9,866.0082337652777
RL,2,50,1,2,10,866.0082337652777
RL,2,50,1,2,11,866.0082337652777
RL,2,50,1,2,12,866.0082337652777
RL,2,50,1,2,13,866.0082337652777
RL,2,50,1,2,14,866.0082337652777
RL,2,50,1,2,15,866.0082337652777
RL,2,50,1,2,16,866.0082337652777
RL,2,50,1,2,17,866.0082337652777
RL,2,50,1,2,18,866.0082337652777
RL,2,50,1,2,19,866.0082337652777
RL,2,50,1,2,20,866.0082337652777
Random,2,50,1,3,1,284.21511665844156
Random,2,50,1,3,2,284.21511665844156
Random,2,50,1,3,3,284.21511665844156
Random,2,50,1,3,4,284.21511665844156
Random,2,50,1,3,5,284.21511665844156
Random,2,50,1,3,6,284.21511665844156
Random,2,50,1,3,7,284.21511665844156
Random,2,50,1,3,8,284.21511665844156
Random,2,50,1,3,9,284.21511665844156
Random,2,50,1,3,10,190.350646303926
Random,2,50,1,3,11,190.350646303926
Random,2,50,1,3,12,190.350646303926
Random,2,50,1,3,13,190.350646303926
Random,2,50,1,3,14,190.350646303926
Random,2,50,1,3,15,190.350646303926
Random,2,50,1,3,16,190.350646303926
Random,2,50,1,3,17,190.350646303926
Random,2,50,1,3,18,190.350646303926
Random,2,50,1,3,19,190.350646303926
Random,2,50,1,3,20,190.350646303926
qLogEI,2,50,1,3,1,284.21511665844156
qLogEI,2,50,1,3,2,284.21511665844156
qLogEI,2,50,1,3,3,284.21511665844156
qLogEI,2,50,1,3,4,284.21511665844156
qLogEI,2,50,1,3,5,284.21511665844156
qLogEI,2,50,1,3,6,284.21511665844156
qLogEI,2,50,1,3,7,284.21511665844156
qLogEI,2,50,1,3,8,284.21511665844156
qLogEI,2,50,1,3,9,284.21511665844156
qLogEI,2,50,1,3,10,284.21511665844156
qLogEI,2,50,1,3,11,284.21511665844156
qLogEI,2,50,1,3,12,284.21511665844156
qLogEI,2,50,1,3,13,284.21511665844156
qLogEI,2,50,1,3,14,284.21511665844156
qLogEI,2,50,1,3,15,284.21511665844156
qLogEI,2,50,1,3,16,284.21511665844156
qLogEI,2,50,1,3,17,284.21511665844156
qLogEI,2,50,1,3,18,284.21511665844156
qLogEI,2,50,1,3,19,241.67888521069682
qLogEI,2,50,1,3,20,241.67888521069682
RL,2,50,1,3,1,284.21511665844156
RL,2,50,1,3,2,284.21511665844156
RL,2,50,1,3,3,284.21511665844156
RL,2,50,1,3,4,284.21511665844156
RL,2,50,1,3,5,284.21511665844156
RL,2,50,1,3,6,284.21511665844156
RL,2,50,1,3,7,284.21511665844156
RL,2,50,1,3,8,284.21511665844156
RL,2,50,1,3,9,284.21511665844156
RL,2,50,1,3,10,284.21511665844156
RL,2,50,1,3,11,284.21511665844156
RL,2,50,1,3,12,284.21511665844156
RL,2,50,1,3,13,284.21511665844156
RL,2,50,1,3,14,284.21511665844156
RL,2,50,1,3,15,284.21511665844156
RL,2,50,1,3,16,284.21511665844156
RL,2,50,1,3,17,284.21511665844156
RL,2,50,1,3,18,284.21511665844156
RL,2,50,1,3,19,284.21511665844156
RL,2,50,1,3,20,284.21511665844156
Random,2,50,1,4,1,inf
Random,2,50,1,4,2,inf
Random,2,50,1,4,3,699.9407664688265
Random,2,50,1,4,4,559.6064985445274
Random,2,50,1,4,5,559.6064985445274
Random,2,50,1,4,6,559.6064985445274
Random,2,50,1,4,7,472.9805423545695
Random,2,50,1,4,8,430.61367328144513
Random,2,50,1,4,9,430.61367328144513
Random,2,50,1,4,10,430.61367328144513
Random,2,50,1,4,11,430.61367328144513
Random,2,50,1,4,12,430.61367328144513
Random,2,50,1,4,13,430.61367328144513
Random,2,50,1,4,14,129.98920041002154
Random,2,50,1,4,15,129.98920041002154
Random,2,50,1,4,16,129.98920041002154
Random,2,50,1,4,17,129.98920041002154
Random,2,50,1,4,18,129.98920041002154
Random,2,50,1,4,19,129.98920041002154
Random,2,50,1,4,20,129.98920041002154
qLogEI,2,50,1,4,1,inf
qLogEI,2,50,1,4,2,inf
qLogEI,2,50,1,4,3,699.9407664688265
qLogEI,2,50,1,4,4,559.6064985445274
qLogEI,2,50,1,4,5,559.6064985445274
qLogEI,2,50,1,4,6,559.6064985445274
qLogEI,2,50,1,4,7,559.6064985445274
qLogEI,2,50,1,4,8,559.6064985445274
qLogEI,2,50,1,4,9,61.009471137701006
qLogEI,2,50,1,4,10,61.009471137701006
qLogEI,2,50,1,4,11,61.009471137701006
qLogEI,2,50,1,4,12,61.009471137701006
qLogEI,2,50,1,4,13,61.009471137701006
qLogEI,2,50,1,4,14,61.009471137701006
qLogEI,2,50,1,4,15,61.009471137701006
qLogEI,2,50,1,4,16,61.009471137701006
qLogEI,2,50,1,4,17,61.009471137701006
qLogEI,2,50,1,4,18,61.009471137701006
qLogEI,2,50,1,4,19,61.009471137701006
qLogEI,2,50,1,4,20,61.009471137701006
RL,2,50,1,4,1,inf
RL,2,50,1,4,2,inf
RL,2,50,1,4,3,699.9407664688265
RL,2,50,1,4,4,559.6064985445274
RL,2,50,1,4,5,559.6064985445274
RL,2,50,1,4,6,559.6064985445274
RL,2,50,1,4,7,559.6064985445274
RL,2,50,1,4,8,559.6064985445274
RL,2,50,1,4,9,559.6064985445274
RL,2,50,1,4,10,559.6064985445274
RL,2,50,1,4,11,559.6064985445274
RL,2,50,1,4,12,559.6064985445274
RL,2,50,1,4,13,559.6064985445274
RL,2,50,1,4,14,559.6064985445274
RL,2,50,1,4,15,559.6064985445274
RL,2,50,1,4,16,559.6064985445274
RL,2,50,1,4,17,559.6064985445274
RL,2,50,1,4,18,559.6064985445274
RL,2,50,1,4,19,559.6064985445274
RL,2,50,1,4,20,559.6064985445274
Random,2,50,2,0,1,inf
Random,2,50,2,0,2,inf
Random,2,50,2,0,3,inf
Random,2,50,2,0,4,inf
Random,2,50,2,0,5,inf
Random,2,50,2,0,6,inf
Random,2,50,2,0,7,inf
Random,2,50,2,0,8,inf
Random,2,50,2,0,9,inf
Random,2,50,2,0,10,8886.431682531118
Random,2,50,2,0,11,8748.691754136544
Random,2,50,2,0,12,8748.691754136544
Random,2,50,2,0,13,8748.691754136544
Random,2,50,2,0,14,8748.691754136544
Random,2,50,2,0,15,8748.691754136544
Random,2,50,2,0,16,8748.691754136544
Random,2,50,2,0,17,8748.691754136544
Random,2,50,2,0,18,8748.691754136544
Random,2,50,2,0,19,8748.691754136544
Random,2,50,2,0,20,8748.691754136544
qLogEI,2,50,2,0,1,inf
qLogEI,2,50,2,0,2,inf
qLogEI,2,50,2,0,3,inf
qLogEI,2,50,2,0,4,inf
qLogEI,2,50,2,0,5,inf
qLogEI,2,50,2,0,6,8814.763893229054
qLogEI,2,50,2,0,7,8812.816211444851
qLogEI,2,50,2,0,8,8684.901600126994
qLogEI,2,50,2,0,9,8684.901600126994
qLogEI,2,50,2,0,10,8594.356618371588
qLogEI,2,50,2,0,11,8594.356618371588
qLogEI,2,50,2,0,12,8594.356618371588
qLogEI,2,50,2,0,13,8594.356618371588
qLogEI,2,50,2,0,14,8594.356618371588
qLogEI,2,50,2,0,15,8594.129671523215
qLogEI,2,50,2,0,16,8594.129671523215
qLogEI,2,50,2,0,17,8554.103702731138
qLogEI,2,50,2,0,18,8554.103702731138
qLogEI,2,50,2,0,19,8554.103702731138
qLogEI,2,50,2,0,20,8554.012921400661
RL,2,50,2,0,1,inf
RL,2,50,2,0,2,inf
RL,2,50,2,0,3,inf
RL,2,50,2,0,4,inf
RL,2,50,2,0,5,8765.420472337775
RL,2,50,2,0,6,8765.420472337775
RL,2,50,2,0,7,8765.420472337775
RL,2,50,2,0,8,8765.420472337775
RL,2,50,2,0,9,8765.420472337775
RL,2,50,2,0,10,8765.420472337775
RL,2,50,2,0,11,8765.420472337775
RL,2,50,2,0,12,8765.420472337775
RL,2,50,2,0,13,8765.420472337775
RL,2,50,2,0,14,8765.420472337775
RL,2,50,2,0,15,8765.420472337775
RL,2,50,2,0,16,8765.420472337775
RL,2,50,2,0,17,8765.420472337775
RL,2,50,2,0,18,8765.420472337775
RL,2,50,2,0,19,8765.420472337775
RL,2,50,2,0,20,8765.420472337775
Random,2,50,2,1,1,inf
Random,2,50,2,1,2,inf
Random,2,50,2,1,3,inf
Random,2,50,2,1,4,inf
Random,2,50,2,1,5,8998.262689886655
Random,2,50,2,1,6,8998.262689886655
Random,2,50,2,1,7,8998.262689886655
Random,2,50,2,1,8,8998.262689886655
Random,2,50,2,1,9,8998.262689886655
Random,2,50,2,1,10,8998.262689886655
Random,2,50,2,1,11,8998.262689886655
Random,2,50,2,1,12,8998.262689886655
Random,2,50,2,1,13,8998.262689886655
Random,2,50,2,1,14,8998.262689886655
Random,2,50,2,1,15,8998.262689886655
Random,2,50,2,1,16,8998.262689886655
Random,2,50,2,1,17,8998.262689886655
Random,2,50,2,1,18,8998.262689886655
Random,2,50,2,1,19,8998.262689886655
Random,2,50,2,1,20,8998.262689886655
qLogEI,2,50,2,1,1,inf
qLogEI,2,50,2,1,2,inf
qLogEI,2,50,2,1,3,inf
qLogEI,2,50,2,1,4,inf
qLogEI,2,50,2,1,5,inf
qLogEI,2,50,2,1,6,8853.985724975226
qLogEI,2,50,2,1,7,8762.774835631946
qLogEI,2,50,2,1,8,8762.774835631946
qLogEI,2,50,2,1,9,8762.774835631946
qLogEI,2,50,2,1,10,8762.774835631946
qLogEI,2,50,2,1,11,8568.50093273391
qLogEI,2,50,2,1,12,8567.838282271188
qLogEI,2,50,2,1,13,8567.838282271188
qLogEI,2,50,2,1,14,8567.838282271188
qLogEI,2,50,2,1,15,8567.838282271188
qLogEI,2,50,2,1,16,8564.818974636539
qLogEI,2,50,2,1,17,8563.94988048642
qLogEI,2,50,2,1,18,8563.94988048642
qLogEI,2,50,2,1,19,8563.94988048642
qLogEI,2,50,2,1,20,8563.946278217194
RL,2,50,2,1,1,inf
RL,2,50,2,1,2,inf
RL,2,50,2,1,3,inf
RL,2,50,2,1,4,inf
RL,2,50,2,1,5,8815.619343570006
RL,2,50,2,1,6,8815.619343570006
RL,2,50,2,1,7,8815.619343570006
RL,2,50,2,1,8,8815.619343570006
RL,2,50,2,1,9,8815.619343570006
RL,2,50,2,1,10,8815.619343570006
RL,2,50,2,1,11,8815.619343570006
RL,2,50,2,1,12,8815.619343570006
RL,2,50,2,1,13,8815.619343570006
RL,2,50,2,1,14,8815.619343570006
RL,2,50,2,1,15,8815.619343570006
RL,2,50,2,1,16,8815.619343570006
RL,2,50,2,1,17,8815.619343570006
RL,2,50,2,1,18,8815.619343570006
RL,2,50,2,1,19,8815.619343570006
RL,2,50,2,1,20,8815.619343570006
Random,2,50,2,2,1,inf
Random,2,50,2,2,2,inf
Random,2,50,2,2,3,inf
Random,2,50,2,2,4,8835.20851483428
Random,2,50,2,2,5,8835.20851483428
Random,2,50,2,2,6,8835.20851483428
Random,2,50,2,2,7,8835.20851483428
Random,2,50,2,2,8,8835.20851483428
Random,2,50,2,2,9,8835.20851483428
Random,2,50,2,2,10,8835.20851483428
Random,2,50,2,2,11,8835.20851483428
Random,2,50,2,2,12,8835.20851483428
Random,2,50,2,2,13,8835.20851483428
Random,2,50,2,2,14,8835.20851483428
Random,2,50,2,2,15,8835.20851483428
Random,2,50,2,2,16,8835.20851483428
Random,2,50,2,2,17,8835.20851483428
Random,2,50,2,2,18,8835.20851483428
Random,2,50,2,2,19,8835.20851483428
Random,2,50,2,2,20,8835.20851483428
qLogEI,2,50,2,2,1,inf
qLogEI,2,50,2,2,2,inf
qLogEI,2,50,2,2,3,inf
qLogEI,2,50,2,2,4,8835.20851483428
qLogEI,2,50,2,2,5,8634.525094165409
qLogEI,2,50,2,2,6,8614.600446883525
qLogEI,2,50,2,2,7,8601.663067022884
qLogEI,2,50,2,2,8,8601.663067022884
qLogEI,2,50,2,2,9,8601.663067022884
qLogEI,2,50,2,2,10,8601.663067022884
qLogEI,2,50,2,2,11,8574.206305367998
qLogEI,2,50,2,2,12,8574.10949394269
qLogEI,2,50,2,2,13,8574.10949394269
qLogEI,2,50,2,2,14,8574.10949394269
qLogEI,2,50,2,2,15,8574.10949394269
qLogEI,2,50,2,2,16,8573.940192676511
qLogEI,2,50,2,2,17,8573.901045568266
qLogEI,2,50,2,2,18,8573.901045568266
qLogEI,2,50,2,2,19,8573.900829850123
qLogEI,2,50,2,2,20,8573.900684843384
RL,2,50,2,2,1,inf
RL,2,50,2,2,2,inf
RL,2,50,2,2,3,inf
RL,2,50,2,2,4,8835.20851483428
RL,2,50,2,2,5,8835.20851483428
RL,2,50,2,2,6,8835.20851483428
RL,2,50,2,2,7,8835.20851483428
RL,2,50,2,2,8,8835.20851483428
RL,2,50,2,2,9,8835.20851483428
RL,2,50,2,2,10,8835.20851483428
RL,2,50,2,2,11,8835.20851483428
RL,2,50,2,2,12,8835.20851483428
RL,2,50,2,2,13,8835.20851483428
RL,2,50,2,2,14,8835.20851483428
RL,2,50,2,2,15,8835.20851483428
RL,2,50,2,2,16,8835.20851483428
RL,2,50,2,2,17,8835.20851483428
RL,2,50,2,2,18,8835.20851483428
RL,2,50,2,2,19,8835.20851483428
RL,2,50,2,2,20,8835.20851483428
Random,2,50,2,3,1,inf
Random,2,50,2,3,2,inf
Random,2,50,2,3,3,inf
Random,2,50,2,3,4,inf
Random,2,50,2,3,5,inf
Random,2,50,2,3,6,inf
Random,2,50,2,3,7,inf
Random,2,50,2,3,8,inf
Random,2,50,2,3,9,inf
Random,2,50,2,3,10,inf
Random,2,50,2,3,11,inf
Random,2,50,2,3,12,inf
Random,2,50,2,3,13,inf
Random,2,50,2,3,14,inf
Random,2,50,2,3,15,inf
Random,2,50,2,3,16,inf
Random,2,50,2,3,17,inf
Random,2,50,2,3,18,inf
Random,2,50,2,3,19,inf
Random,2,50,2,3,20,inf
qLogEI,2,50,2,3,1,inf
qLogEI,2,50,2,3,2,inf
qLogEI,2,50,2,3,3,inf
qLogEI,2,50,2,3,4,inf
qLogEI,2,50,2,3,5,inf
qLogEI,2,50,2,3,6,inf
qLogEI,2,50,2,3,7,inf
qLogEI,2,50,2,3,8,8811.165790743018
qLogEI,2,50,2,3,9,8811.165790743018
qLogEI,2,50,2,3,10,8811.165790743018
qLogEI,2,50,2,3,11,8811.165790743018
qLogEI,2,50,2,3,12,8756.75237526284
qLogEI,2,50,2,3,13,8600.227610009219
qLogEI,2,50,2,3,14,8600.227610009219
qLogEI,2,50,2,3,15,8600.227610009219
qLogEI,2,50,2,3,16,8600.227610009219
qLogEI,2,50,2,3,17,8587.371656214216
qLogEI,2,50,2,3,18,8587.371656214216
qLogEI,2,50,2,3,19,8568.600560915998
qLogEI,2,50,2,3,20,8568.600560915998
RL,2,50,2,3,1,inf
RL,2,50,2,3,2,inf
RL,2,50,2,3,3,inf
RL,2,50,2,3,4,inf
RL,2,50,2,3,5,inf
RL,2,50,2,3,6,8838.252103609682
RL,2,50,2,3,7,8838.252103609682
RL,2,50,2,3,8,8838.252103609682
RL,2,50,2,3,9,8838.252103609682
RL,2,50,2,3,10,8838.252103609682
RL,2,50,2,3,11,8838.252103609682
RL,2,50,2,3,12,8838.252103609682
RL,2,50,2,3,13,8838.252103609682
RL,2,50,2,3,14,8838.252103609682
RL,2,50,2,3,15,8838.252103609682
RL,2,50,2,3,16,8838.252103609682
RL,2,50,2,3,17,8838.252103609682
RL,2,50,2,3,18,8838.252103609682
RL,2,50,2,3,19,8838.252103609682
RL,2,50,2,3,20,8838.252103609682
Random,2,50,2,4,1,inf
Random,2,50,2,4,2,inf
Random,2,50,2,4,3,inf
Random,2,50,2,4,4,inf
Random,2,50,2,4,5,inf
Random,2,50,2,4,6,inf
Random,2,50,2,4,7,inf
Random,2,50,2,4,8,inf
Random,2,50,2,4,9,inf
